House Number Range,House Number contd.,Street Name,City,State,Zip Code
3763, ,N 36TH ST,MILWAUKEE,,53216
3768, ,N 36TH ST,MILWAUKEE,,53216
3800,2,N 36TH ST,MILWAUKEE,,53216
3801,3,N 36TH ST,MILWAUKEE,,53216
3808, ,N 36TH ST,MILWAUKEE,,53216
3809, ,N 36TH ST,MILWAUKEE,,53216
3814, ,N 36TH ST,MILWAUKEE,,53216
3815, ,N 36TH ST,MILWAUKEE,,53216
3817,19,N 36TH ST,MILWAUKEE,,53216
3818, ,N 36TH ST,MILWAUKEE,,53216
3822,24,N 36TH ST,MILWAUKEE,,53216
3825, ,N 36TH ST,MILWAUKEE,,53216
3828, ,N 36TH ST,MILWAUKEE,,53216
3829, ,N 36TH ST,MILWAUKEE,,53216
3834, ,N 36TH ST,MILWAUKEE,,53216
3835, ,N 36TH ST,MILWAUKEE,,53216
3840,  A,N 36TH ST,MILWAUKEE,,53216
3841, ,N 36TH ST,MILWAUKEE,,53216
3846, ,N 36TH ST,MILWAUKEE,,53216
3847, ,N 36TH ST,MILWAUKEE,,53216
3849,51,N 36TH ST,MILWAUKEE,,53216
3850, ,N 36TH ST,MILWAUKEE,,53216
3856, ,N 36TH ST,MILWAUKEE,,53216
3857, ,N 36TH ST,MILWAUKEE,,53216
3860, ,N 36TH ST,MILWAUKEE,,53216
3861, ,N 36TH ST,MILWAUKEE,,53216
3866, ,N 36TH ST,MILWAUKEE,,53216
3867, ,N 36TH ST,MILWAUKEE,,53216
3871,73,N 36TH ST,MILWAUKEE,,53216
3872, ,N 36TH ST,MILWAUKEE,,53216
3876, ,N 36TH ST,MILWAUKEE,,53216
3877, ,N 36TH ST,MILWAUKEE,,53216
3902, ,N 36TH ST,MILWAUKEE,,53216
3907,9,N 36TH ST,MILWAUKEE,,53216
3908, ,N 36TH ST,MILWAUKEE,,53216
3914, ,N 36TH ST,MILWAUKEE,,53216
3915, ,N 36TH ST,MILWAUKEE,,53216
3918, ,N 36TH ST,MILWAUKEE,,53216
3919,21,N 36TH ST,MILWAUKEE,,53216
3922, ,N 36TH ST,MILWAUKEE,,53216
3925, ,N 36TH ST,MILWAUKEE,,53216
3930, ,N 36TH ST,MILWAUKEE,,53216
3933, ,N 36TH ST,MILWAUKEE,,53216
3934,36,N 36TH ST,MILWAUKEE,,53216
3940, ,N 36TH ST,MILWAUKEE,,53216
3946,  A,N 36TH ST,MILWAUKEE,,53216
3950, ,N 36TH ST,MILWAUKEE,,53216
3985, ,N 36TH ST,MILWAUKEE,,53216
4124, ,N 36TH ST,MILWAUKEE,,53216
4128, ,N 36TH ST,MILWAUKEE,,53216
4132, ,N 36TH ST,MILWAUKEE,,53216
4139, ,N 36TH ST,MILWAUKEE,,53216
4140, ,N 36TH ST,MILWAUKEE,,53216
4144, ,N 36TH ST,MILWAUKEE,,53216
4145, ,N 36TH ST,MILWAUKEE,,53216
4150, ,N 36TH ST,MILWAUKEE,,53216
4151, ,N 36TH ST,MILWAUKEE,,53216
4155, ,N 36TH ST,MILWAUKEE,,53216
4160, ,N 36TH ST,MILWAUKEE,,53216
4161,63,N 36TH ST,MILWAUKEE,,53216
4166, ,N 36TH ST,MILWAUKEE,,53216
4171, ,N 36TH ST,MILWAUKEE,,53216
4172, ,N 36TH ST,MILWAUKEE,,53216
4175,77,N 36TH ST,MILWAUKEE,,53216
4181, ,N 36TH ST,MILWAUKEE,,53216
4208, ,N 36TH ST,MILWAUKEE,,53216
4214, ,N 36TH ST,MILWAUKEE,,53216
4218,  A,N 36TH ST,MILWAUKEE,,53216
4224, ,N 36TH ST,MILWAUKEE,,53216
4228,30,N 36TH ST,MILWAUKEE,,53216
4232, ,N 36TH ST,MILWAUKEE,,53216
4240, ,N 36TH ST,MILWAUKEE,,53216
4246, ,N 36TH ST,MILWAUKEE,,53216
4250, ,N 36TH ST,MILWAUKEE,,53216
4256, ,N 36TH ST,MILWAUKEE,,53216
4260, ,N 36TH ST,MILWAUKEE,,53216
4270, ,N 36TH ST,MILWAUKEE,,53216
4302, ,N 36TH ST,MILWAUKEE,,53216
4306, ,N 36TH ST,MILWAUKEE,,53216
4312, ,N 36TH ST,MILWAUKEE,,53216
4315, ,N 36TH ST,MILWAUKEE,,53216
4316, ,N 36TH ST,MILWAUKEE,,53216
4320, ,N 36TH ST,MILWAUKEE,,53216
4321, ,N 36TH ST,MILWAUKEE,,53216
4326, ,N 36TH ST,MILWAUKEE,,53216
4327, ,N 36TH ST,MILWAUKEE,,53216
4330, ,N 36TH ST,MILWAUKEE,,53216
4333, ,N 36TH ST,MILWAUKEE,,53216
4334, ,N 36TH ST,MILWAUKEE,,53216
4339, ,N 36TH ST,MILWAUKEE,,53216
4340, ,N 36TH ST,MILWAUKEE,,53216
4344, ,N 36TH ST,MILWAUKEE,,53216
4345, ,N 36TH ST,MILWAUKEE,,53216
4351, ,N 36TH ST,MILWAUKEE,,53216
4400, ,N 36TH ST,MILWAUKEE,,53209
4404, ,N 36TH ST,MILWAUKEE,,53209
4405, ,N 36TH ST,MILWAUKEE,,53209
4409,11,N 36TH ST,MILWAUKEE,,53209
4410,12,N 36TH ST,MILWAUKEE,,53209
4415, ,N 36TH ST,MILWAUKEE,,53209
4416, ,N 36TH ST,MILWAUKEE,,53209
4419, ,N 36TH ST,MILWAUKEE,,53209
4422, ,N 36TH ST,MILWAUKEE,,53209
4423, ,N 36TH ST,MILWAUKEE,,53209
4426, ,N 36TH ST,MILWAUKEE,,53209
4427, ,N 36TH ST,MILWAUKEE,,53209
4429, ,N 36TH ST,MILWAUKEE,,53209
4430, ,N 36TH ST,MILWAUKEE,,53209
4435, ,N 36TH ST,MILWAUKEE,,53209
4441, ,N 36TH ST,MILWAUKEE,,53209
4447, ,N 36TH ST,MILWAUKEE,,53209
4451,  A,N 36TH ST,MILWAUKEE,,53209
4457, ,N 36TH ST,MILWAUKEE,,53209
4463, ,N 36TH ST,MILWAUKEE,,53209
4469, ,N 36TH ST,MILWAUKEE,,53209
4475,77,N 36TH ST,MILWAUKEE,,53209
4479, ,N 36TH ST,MILWAUKEE,,53209
4505,9,N 36TH ST,MILWAUKEE,,53209
4505,9,N 36TH ST,MILWAUKEE,,53209
4505,25,N 36TH ST,MILWAUKEE,,53209
4505,25,N 36TH ST,MILWAUKEE,,53209
4519,25,N 36TH ST,MILWAUKEE,,53209
4519,25,N 36TH ST,MILWAUKEE,,53209
4539, ,N 36TH ST,MILWAUKEE,,53209
4543, ,N 36TH ST,MILWAUKEE,,53209
4550, ,N 36TH ST,MILWAUKEE,,53209
4556, ,N 36TH ST,MILWAUKEE,,53209
4562, ,N 36TH ST,MILWAUKEE,,53209
4576, ,N 36TH ST,MILWAUKEE,,53209
4618, ,N 36TH ST,MILWAUKEE,,53209
4624, ,N 36TH ST,MILWAUKEE,,53209
4632, ,N 36TH ST,MILWAUKEE,,53209
4636, ,N 36TH ST,MILWAUKEE,,53209
4639, ,N 36TH ST,MILWAUKEE,,53209
4640, ,N 36TH ST,MILWAUKEE,,53209
4665,  A,N 36TH ST,MILWAUKEE,,53209
4673, ,N 36TH ST,MILWAUKEE,,53209
4679, ,N 36TH ST,MILWAUKEE,,53209
4700, ,N 36TH ST,MILWAUKEE,,53209
4703, ,N 36TH ST,MILWAUKEE,,53209
4705, ,N 36TH ST,MILWAUKEE,,53209
4706, ,N 36TH ST,MILWAUKEE,,53209
4708, ,N 36TH ST,MILWAUKEE,,53209
4709, ,N 36TH ST,MILWAUKEE,,53209
4716, ,N 36TH ST,MILWAUKEE,,53209
4719, ,N 36TH ST,MILWAUKEE,,53209
4723, ,N 36TH ST,MILWAUKEE,,53209
4724, ,N 36TH ST,MILWAUKEE,,53209
4727, ,N 36TH ST,MILWAUKEE,,53209
4729,31,N 36TH ST,MILWAUKEE,,53209
4732, ,N 36TH ST,MILWAUKEE,,53209
4733, ,N 36TH ST,MILWAUKEE,,53209
4736, ,N 36TH ST,MILWAUKEE,,53209
4739, ,N 36TH ST,MILWAUKEE,,53209
4741, ,N 36TH ST,MILWAUKEE,,53209
4746, ,N 36TH ST,MILWAUKEE,,53209
4747, ,N 36TH ST,MILWAUKEE,,53209
4748, ,N 36TH ST,MILWAUKEE,,53209
4749, ,N 36TH ST,MILWAUKEE,,53209
4752, ,N 36TH ST,MILWAUKEE,,53209
4755, ,N 36TH ST,MILWAUKEE,,53209
4759,  A,N 36TH ST,MILWAUKEE,,53209
4760,  A,N 36TH ST,MILWAUKEE,,53209
4761, ,N 36TH ST,MILWAUKEE,,53209
4764, ,N 36TH ST,MILWAUKEE,,53209
4768, ,N 36TH ST,MILWAUKEE,,53209
4771, ,N 36TH ST,MILWAUKEE,,53209
4813, ,N 36TH ST,MILWAUKEE,,53209
4819, ,N 36TH ST,MILWAUKEE,,53209
4820, ,N 36TH ST,MILWAUKEE,,53209
4824, ,N 36TH ST,MILWAUKEE,,53209
4825, ,N 36TH ST,MILWAUKEE,,53209
4827, ,N 36TH ST,MILWAUKEE,,53209
4828, ,N 36TH ST,MILWAUKEE,,53209
4831,-31A,N 36TH ST,MILWAUKEE,,53209
4834, ,N 36TH ST,MILWAUKEE,,53209
4837, ,N 36TH ST,MILWAUKEE,,53209
4838, ,N 36TH ST,MILWAUKEE,,53209
4842, ,N 36TH ST,MILWAUKEE,,53209
4845, ,N 36TH ST,MILWAUKEE,,53209
4848, ,N 36TH ST,MILWAUKEE,,53209
4849, ,N 36TH ST,MILWAUKEE,,53209
4851, ,N 36TH ST,MILWAUKEE,,53209
4852, ,N 36TH ST,MILWAUKEE,,53209
4855, ,N 36TH ST,MILWAUKEE,,53209
4856, ,N 36TH ST,MILWAUKEE,,53209
4858, ,N 36TH ST,MILWAUKEE,,53209
4859, ,N 36TH ST,MILWAUKEE,,53209
4862, ,N 36TH ST,MILWAUKEE,,53209
4865, ,N 36TH ST,MILWAUKEE,,53209
4867, ,N 36TH ST,MILWAUKEE,,53209
4868, ,N 36TH ST,MILWAUKEE,,53209
4870, ,N 36TH ST,MILWAUKEE,,53209
4871, ,N 36TH ST,MILWAUKEE,,53209
4876, ,N 36TH ST,MILWAUKEE,,53209
4879,  A,N 36TH ST,MILWAUKEE,,53209
4901,  A,N 36TH ST,MILWAUKEE,,53209
4902, ,N 36TH ST,MILWAUKEE,,53209
4905, ,N 36TH ST,MILWAUKEE,,53209
4906, ,N 36TH ST,MILWAUKEE,,53209
4910, ,N 36TH ST,MILWAUKEE,,53209
4911, ,N 36TH ST,MILWAUKEE,,53209
4916,16A,N 36TH ST,MILWAUKEE,,53209
4917, ,N 36TH ST,MILWAUKEE,,53209
4920, ,N 36TH ST,MILWAUKEE,,53209
4921, ,N 36TH ST,MILWAUKEE,,53209
4924, ,N 36TH ST,MILWAUKEE,,53209
4925, ,N 36TH ST,MILWAUKEE,,53209
4928, ,N 36TH ST,MILWAUKEE,,53209
4932, ,N 36TH ST,MILWAUKEE,,53209
4935, ,N 36TH ST,MILWAUKEE,,53209
4936, ,N 36TH ST,MILWAUKEE,,53209
4939, ,N 36TH ST,MILWAUKEE,,53209
4940, ,N 36TH ST,MILWAUKEE,,53209
4945, ,N 36TH ST,MILWAUKEE,,53209
4952, ,N 36TH ST,MILWAUKEE,,53209
4956, ,N 36TH ST,MILWAUKEE,,53209
4957, ,N 36TH ST,MILWAUKEE,,53209
4960, ,N 36TH ST,MILWAUKEE,,53209
4966, ,N 36TH ST,MILWAUKEE,,53209
4970,  A,N 36TH ST,MILWAUKEE,,53209
4971, ,N 36TH ST,MILWAUKEE,,53209
4972,  A,N 36TH ST,MILWAUKEE,,53209
4973, ,N 36TH ST,MILWAUKEE,,53209
4976,  A,N 36TH ST,MILWAUKEE,,53209
4979, ,N 36TH ST,MILWAUKEE,,53209
5218, ,N 36TH ST,MILWAUKEE,,53209
5224, ,N 36TH ST,MILWAUKEE,,53209
5229,31,N 36TH ST,MILWAUKEE,,53209
5232, ,N 36TH ST,MILWAUKEE,,53209
5236, ,N 36TH ST,MILWAUKEE,,53209
5239, ,N 36TH ST,MILWAUKEE,,53209
5242, ,N 36TH ST,MILWAUKEE,,53209
5245,  A,N 36TH ST,MILWAUKEE,,53209
5247, ,N 36TH ST,MILWAUKEE,,53209
5248, ,N 36TH ST,MILWAUKEE,,53209
5252, ,N 36TH ST,MILWAUKEE,,53209
5253, ,N 36TH ST,MILWAUKEE,,53209
5256, ,N 36TH ST,MILWAUKEE,,53209
5259, ,N 36TH ST,MILWAUKEE,,53209
5260, ,N 36TH ST,MILWAUKEE,,53209
5261, ,N 36TH ST,MILWAUKEE,,53209
5264, ,N 36TH ST,MILWAUKEE,,53209
5272,  A,N 36TH ST,MILWAUKEE,,53209
5278, ,N 36TH ST,MILWAUKEE,,53209
5300, ,N 36TH ST,MILWAUKEE,,53209
5304,6,N 36TH ST,MILWAUKEE,,53209
5312, ,N 36TH ST,MILWAUKEE,,53209
5318, ,N 36TH ST,MILWAUKEE,,53209
5324, ,N 36TH ST,MILWAUKEE,,53209
5330, ,N 36TH ST,MILWAUKEE,,53209
5338, ,N 36TH ST,MILWAUKEE,,53209
5344, ,N 36TH ST,MILWAUKEE,,53209
5350, ,N 36TH ST,MILWAUKEE,,53209
5356, ,N 36TH ST,MILWAUKEE,,53209
5362, ,N 36TH ST,MILWAUKEE,,53209
5366,68,N 36TH ST,MILWAUKEE,,53209
5372, ,N 36TH ST,MILWAUKEE,,53209
5378, ,N 36TH ST,MILWAUKEE,,53209
5402, ,N 36TH ST,MILWAUKEE,,53209
5410, ,N 36TH ST,MILWAUKEE,,53209
5415, ,N 36TH ST,MILWAUKEE,,53209
5418, ,N 36TH ST,MILWAUKEE,,53209
5422, ,N 36TH ST,MILWAUKEE,,53209
5423, ,N 36TH ST,MILWAUKEE,,53209
5428, ,N 36TH ST,MILWAUKEE,,53209
5431, ,N 36TH ST,MILWAUKEE,,53209
5434, ,N 36TH ST,MILWAUKEE,,53209
5438, ,N 36TH ST,MILWAUKEE,,53209
5439, ,N 36TH ST,MILWAUKEE,,53209
5442, ,N 36TH ST,MILWAUKEE,,53209
5447, ,N 36TH ST,MILWAUKEE,,53209
5450, ,N 36TH ST,MILWAUKEE,,53209
5451, ,N 36TH ST,MILWAUKEE,,53209
5457, ,N 36TH ST,MILWAUKEE,,53209
5460, ,N 36TH ST,MILWAUKEE,,53209
5461, ,N 36TH ST,MILWAUKEE,,53209
5467, ,N 36TH ST,MILWAUKEE,,53209
5470, ,N 36TH ST,MILWAUKEE,,53209
5471, ,N 36TH ST,MILWAUKEE,,53209
5475, ,N 36TH ST,MILWAUKEE,,53209
5476, ,N 36TH ST,MILWAUKEE,,53209
5502, ,N 36TH ST,MILWAUKEE,,53209
5503, ,N 36TH ST,MILWAUKEE,,53209
5506, ,N 36TH ST,MILWAUKEE,,53209
5509, ,N 36TH ST,MILWAUKEE,,53209
5514, ,N 36TH ST,MILWAUKEE,,53209
5515, ,N 36TH ST,MILWAUKEE,,53209
5516, ,N 36TH ST,MILWAUKEE,,53209
5519, ,N 36TH ST,MILWAUKEE,,53209
5524, ,N 36TH ST,MILWAUKEE,,53209
5525, ,N 36TH ST,MILWAUKEE,,53209
5529, ,N 36TH ST,MILWAUKEE,,53209
5530,  A,N 36TH ST,MILWAUKEE,,53209
5533, ,N 36TH ST,MILWAUKEE,,53209
5534, ,N 36TH ST,MILWAUKEE,,53209
5538, ,N 36TH ST,MILWAUKEE,,53209
5539, ,N 36TH ST,MILWAUKEE,,53209
5545, ,N 36TH ST,MILWAUKEE,,53209
5546, ,N 36TH ST,MILWAUKEE,,53209
5550, ,N 36TH ST,MILWAUKEE,,53209
5553, ,N 36TH ST,MILWAUKEE,,53209
5556, ,N 36TH ST,MILWAUKEE,,53209
5559, ,N 36TH ST,MILWAUKEE,,53209
5560, ,N 36TH ST,MILWAUKEE,,53209
5567, ,N 36TH ST,MILWAUKEE,,53209
5568, ,N 36TH ST,MILWAUKEE,,53209
5706, ,N 36TH ST,MILWAUKEE,,53209
5810, ,N 36TH ST,MILWAUKEE,,53209
6086, ,N 36TH ST,MILWAUKEE,,53209
1318, ,N 37TH PL,MILWAUKEE,,53208
1322,  A,N 37TH PL,MILWAUKEE,,53208
1328, ,N 37TH PL,MILWAUKEE,,53208
1329, ,N 37TH PL,MILWAUKEE,,53208
1334,36,N 37TH PL,MILWAUKEE,,53208
1335,  A,N 37TH PL,MILWAUKEE,,53208
1340,42,N 37TH PL,MILWAUKEE,,53208
1341,43,N 37TH PL,MILWAUKEE,,53208
1349,  A,N 37TH PL,MILWAUKEE,,53208
1350, ,N 37TH PL,MILWAUKEE,,53208
201,3,N 37TH ST,MILWAUKEE,,53208
206, ,N 37TH ST,MILWAUKEE,,53208
207, ,N 37TH ST,MILWAUKEE,,53208
210, ,N 37TH ST,MILWAUKEE,,53208
211, ,N 37TH ST,MILWAUKEE,,53208
214, ,N 37TH ST,MILWAUKEE,,53208
215,17,N 37TH ST,MILWAUKEE,,53208
218,20,N 37TH ST,MILWAUKEE,,53208
219,21,N 37TH ST,MILWAUKEE,,53208
223, ,N 37TH ST,MILWAUKEE,,53208
224, ,N 37TH ST,MILWAUKEE,,53208
226, ,N 37TH ST,MILWAUKEE,,53208
227, ,N 37TH ST,MILWAUKEE,,53208
230,32,N 37TH ST,MILWAUKEE,,53208
231, ,N 37TH ST,MILWAUKEE,,53208
234, ,N 37TH ST,MILWAUKEE,,53208
235, ,N 37TH ST,MILWAUKEE,,53208
239, ,N 37TH ST,MILWAUKEE,,53208
308, ,N 37TH ST,MILWAUKEE,,53208
309, ,N 37TH ST,MILWAUKEE,,53208
312, ,N 37TH ST,MILWAUKEE,,53208
315, ,N 37TH ST,MILWAUKEE,,53208
316, ,N 37TH ST,MILWAUKEE,,53208
317,  A,N 37TH ST,MILWAUKEE,,53208
321, ,N 37TH ST,MILWAUKEE,,53208
903, ,N 37TH ST,MILWAUKEE,,53208
907, ,N 37TH ST,MILWAUKEE,,53208
911, ,N 37TH ST,MILWAUKEE,,53208
920, ,N 37TH ST,MILWAUKEE,,53208
926, ,N 37TH ST,MILWAUKEE,,53208
932, ,N 37TH ST,MILWAUKEE,,53208
940, ,N 37TH ST,MILWAUKEE,,53208
943, ,N 37TH ST,MILWAUKEE,,53208
944,46,N 37TH ST,MILWAUKEE,,53208
949, ,N 37TH ST,MILWAUKEE,,53208
953, ,N 37TH ST,MILWAUKEE,,53208
959, ,N 37TH ST,MILWAUKEE,,53208
962,64,N 37TH ST,MILWAUKEE,,53208
963, ,N 37TH ST,MILWAUKEE,,53208
969, ,N 37TH ST,MILWAUKEE,,53208
971,75,N 37TH ST,MILWAUKEE,,53208
1004,6,N 37TH ST,MILWAUKEE,,53208
1010,12,N 37TH ST,MILWAUKEE,,53208
1016,18,N 37TH ST,MILWAUKEE,,53208
1020,22,N 37TH ST,MILWAUKEE,,53208
1107,9,N 37TH ST,MILWAUKEE,,53208
1119,21,N 37TH ST,MILWAUKEE,,53208
1122,24,N 37TH ST,MILWAUKEE,,53208
1123,25,N 37TH ST,MILWAUKEE,,53208
1139,41,N 37TH ST,MILWAUKEE,,53208
1140, ,N 37TH ST,MILWAUKEE,,53208
1145,47,N 37TH ST,MILWAUKEE,,53208
1148,50,N 37TH ST,MILWAUKEE,,53208
1341, ,N 37TH ST,MILWAUKEE,,53208
1402, ,N 37TH ST,MILWAUKEE,,53208
1413,15,N 37TH ST,MILWAUKEE,,53208-3808
1419,21,N 37TH ST,MILWAUKEE,,53208
1420, ,N 37TH ST,MILWAUKEE,,53208
1427,29,N 37TH ST,MILWAUKEE,,53208
1433, ,N 37TH ST,MILWAUKEE,,53208
1434, ,N 37TH ST,MILWAUKEE,,53208
1435,37,N 37TH ST,MILWAUKEE,,53208
1439,41,N 37TH ST,MILWAUKEE,,53208
1442, ,N 37TH ST,MILWAUKEE,,53208
1446, ,N 37TH ST,MILWAUKEE,,53208
1447,49,N 37TH ST,MILWAUKEE,,53208
1452, ,N 37TH ST,MILWAUKEE,,53208
1456,58,N 37TH ST,MILWAUKEE,,53208
1457,59,N 37TH ST,MILWAUKEE,,53208
1501,3,N 37TH ST,MILWAUKEE,,53208
1513,  A,N 37TH ST,MILWAUKEE,,53208
1527, ,N 37TH ST,MILWAUKEE,,53208
1529,31,N 37TH ST,MILWAUKEE,,53208
1535, ,N 37TH ST,MILWAUKEE,,53208
1537,39,N 37TH ST,MILWAUKEE,,53208
1613,15,N 37TH ST,MILWAUKEE,,53208
1618, ,N 37TH ST,MILWAUKEE,,53208
1621, ,N 37TH ST,MILWAUKEE,,53208
1622,24,N 37TH ST,MILWAUKEE,,53208
1623,25,N 37TH ST,MILWAUKEE,,53208
1626,28,N 37TH ST,MILWAUKEE,,53208
1631,33,N 37TH ST,MILWAUKEE,,53208
1634,36,N 37TH ST,MILWAUKEE,,53208
1702, ,N 37TH ST,MILWAUKEE,,53208
1708,10,N 37TH ST,MILWAUKEE,,53208
1714,16,N 37TH ST,MILWAUKEE,,53208
1718, ,N 37TH ST,MILWAUKEE,,53208
1726,28,N 37TH ST,MILWAUKEE,,53208
1732, ,N 37TH ST,MILWAUKEE,,53208
1736,38,N 37TH ST,MILWAUKEE,,53208
1740,42,N 37TH ST,MILWAUKEE,,53208
1805,7,N 37TH ST,MILWAUKEE,,53208
1834, ,N 37TH ST,MILWAUKEE,,53208
1842, ,N 37TH ST,MILWAUKEE,,53208
1845, ,N 37TH ST,MILWAUKEE,,53208
1927,31,N 37TH ST,MILWAUKEE,,53208
1928, ,N 37TH ST,MILWAUKEE,,53208
1932, ,N 37TH ST,MILWAUKEE,,53208
1935,37,N 37TH ST,MILWAUKEE,,53208
1936, ,N 37TH ST,MILWAUKEE,,53208
1939, ,N 37TH ST,MILWAUKEE,,53208
1943,45,N 37TH ST,MILWAUKEE,,53208
1944, ,N 37TH ST,MILWAUKEE,,53208
1947, ,N 37TH ST,MILWAUKEE,,53208
1951,A,N 37TH ST,MILWAUKEE,,53208
1956, ,N 37TH ST,MILWAUKEE,,53208
1961, ,N 37TH ST,MILWAUKEE,,53208
2003, ,N 37TH ST,MILWAUKEE,,53208
2006, ,N 37TH ST,MILWAUKEE,,53208
2009, ,N 37TH ST,MILWAUKEE,,53208
2011,13,N 37TH ST,MILWAUKEE,,53208
2016,18,N 37TH ST,MILWAUKEE,,53208
2017, ,N 37TH ST,MILWAUKEE,,53208
2022, ,N 37TH ST,MILWAUKEE,,53208
2031,A,N 37TH ST,MILWAUKEE,,53208
2034, ,N 37TH ST,MILWAUKEE,,53208-3953
2103, ,N 37TH ST,MILWAUKEE,,53208
2108, ,N 37TH ST,MILWAUKEE,,53208
2109, ,N 37TH ST,MILWAUKEE,,53208
2112, ,N 37TH ST,MILWAUKEE,,53208
2116, ,N 37TH ST,MILWAUKEE,,53208
2117, ,N 37TH ST,MILWAUKEE,,53208
2120, ,N 37TH ST,MILWAUKEE,,53208
2125, ,N 37TH ST,MILWAUKEE,,53208
2130, ,N 37TH ST,MILWAUKEE,,53208
2131, ,N 37TH ST,MILWAUKEE,,53208
2135, ,N 37TH ST,MILWAUKEE,,53208
2138, ,N 37TH ST,MILWAUKEE,,53208
2141,A,N 37TH ST,MILWAUKEE,,53208
2145, ,N 37TH ST,MILWAUKEE,,53208
2153,  A,N 37TH ST,MILWAUKEE,,53208
2154,56,N 37TH ST,MILWAUKEE,,53208
2157, ,N 37TH ST,MILWAUKEE,,53208
2160, ,N 37TH ST,MILWAUKEE,,53208
2165, ,N 37TH ST,MILWAUKEE,,53208
2168, ,N 37TH ST,MILWAUKEE,,53208
2171,73,N 37TH ST,MILWAUKEE,,53208
2172, ,N 37TH ST,MILWAUKEE,,53208
2176, ,N 37TH ST,MILWAUKEE,,53208
2177, ,N 37TH ST,MILWAUKEE,,53208
2206, ,N 37TH ST,MILWAUKEE,,53208
2208,10,N 37TH ST,MILWAUKEE,,53208
2212,14,N 37TH ST,MILWAUKEE,,53208
2215,17,N 37TH ST,MILWAUKEE,,53208
2218, ,N 37TH ST,MILWAUKEE,,53208
2219, ,N 37TH ST,MILWAUKEE,,53208
2220,22,N 37TH ST,MILWAUKEE,,53208
2223, ,N 37TH ST,MILWAUKEE,,53208
2225,27,N 37TH ST,MILWAUKEE,,53208
2226,28,N 37TH ST,MILWAUKEE,,53208
2229,31,N 37TH ST,MILWAUKEE,,53208
2230,32,N 37TH ST,MILWAUKEE,,53208
2234,38,N 37TH ST,MILWAUKEE,,53208
2323,25,N 37TH ST,MILWAUKEE,,53210
2405,7,N 37TH ST,MILWAUKEE,,53210
2408,10,N 37TH ST,MILWAUKEE,,53210
2409,11,N 37TH ST,MILWAUKEE,,53210
2413,15,N 37TH ST,MILWAUKEE,,53210
2414, ,N 37TH ST,MILWAUKEE,,53210
2419,21,N 37TH ST,MILWAUKEE,,53210
2422, ,N 37TH ST,MILWAUKEE,,53210
2423,25,N 37TH ST,MILWAUKEE,,53210
2430, ,N 37TH ST,MILWAUKEE,,53210
2433,35,N 37TH ST,MILWAUKEE,,53210
2437,39,N 37TH ST,MILWAUKEE,,53210
2438, ,N 37TH ST,MILWAUKEE,,53210
2442, ,N 37TH ST,MILWAUKEE,,53210
2445,  A,N 37TH ST,MILWAUKEE,,53210
2446, ,N 37TH ST,MILWAUKEE,,53210
2449,  A,N 37TH ST,MILWAUKEE,,53210
2457,  A,N 37TH ST,MILWAUKEE,,53210
2461,  A,N 37TH ST,MILWAUKEE,,53210
2465, ,N 37TH ST,MILWAUKEE,,53210
2469, ,N 37TH ST,MILWAUKEE,,53210
2473, ,N 37TH ST,MILWAUKEE,,53210
2474, ,N 37TH ST,MILWAUKEE,,53210
2477,79,N 37TH ST,MILWAUKEE,,53210-0535
2501,3,N 37TH ST,MILWAUKEE,,53210
2515,  A,N 37TH ST,MILWAUKEE,,53210
2521,23,N 37TH ST,MILWAUKEE,,53210
2522, ,N 37TH ST,MILWAUKEE,,53210
2525, ,N 37TH ST,MILWAUKEE,,53210
2526, ,N 37TH ST,MILWAUKEE,,53210
2530,32,N 37TH ST,MILWAUKEE,,53210
2531, ,N 37TH ST,MILWAUKEE,,53210
2534, ,N 37TH ST,MILWAUKEE,,53210
2535, ,N 37TH ST,MILWAUKEE,,53210
2538,40,N 37TH ST,MILWAUKEE,,53210
2539, ,N 37TH ST,MILWAUKEE,,53210
2542, ,N 37TH ST,MILWAUKEE,,53210
2543,  A,N 37TH ST,MILWAUKEE,,53210
2546, ,N 37TH ST,MILWAUKEE,,53210
2547, ,N 37TH ST,MILWAUKEE,,53210
2550,52,N 37TH ST,MILWAUKEE,,53210
2558,  A,N 37TH ST,MILWAUKEE,,53210
2559, ,N 37TH ST,MILWAUKEE,,53210
2562,64,N 37TH ST,MILWAUKEE,,53210
2563, ,N 37TH ST,MILWAUKEE,,53210
2567, ,N 37TH ST,MILWAUKEE,,53210
2570,  A,N 37TH ST,MILWAUKEE,,53210
2575, ,N 37TH ST,MILWAUKEE,,53210
2603,5,N 37TH ST,MILWAUKEE,,53210
2604, ,N 37TH ST,MILWAUKEE,,53210
2608, ,N 37TH ST,MILWAUKEE,,53210
2609, ,N 37TH ST,MILWAUKEE,,53210
2613, ,N 37TH ST,MILWAUKEE,,53210
2616, ,N 37TH ST,MILWAUKEE,,53210
2617,  A,N 37TH ST,MILWAUKEE,,53210
2620, ,N 37TH ST,MILWAUKEE,,53210
2621,  A,N 37TH ST,MILWAUKEE,,53210
2624,26,N 37TH ST,MILWAUKEE,,53210
2625, ,N 37TH ST,MILWAUKEE,,53210
2627,29,N 37TH ST,MILWAUKEE,,53210
2630, ,N 37TH ST,MILWAUKEE,,53210
2634,  A,N 37TH ST,MILWAUKEE,,53210
2638,40,N 37TH ST,MILWAUKEE,,53210
2639,41,N 37TH ST,MILWAUKEE,,53210
